bill,year,date_intro,title,act,sector
H.730,2014,1/28/14,An act relating to the fee for obtaining a copy of the videotape in a DUI civil suspension proceeding,,
S.78,2017,2/9/17,An act relating to the fees constables collect for the service of civil process,,
S.56,2011,2/8/11,An act relating to the filing and review of rate filings made by health insurers,,
H.539,2012,1/13/12,An act relating to the financing plan for Green Mountain Care and the health benefit exchange,,
S.163,2012,1/3/12,An act relating to the financing plan for Green Mountain Care and the health benefit exchange,,
H.342,2011,2/25/11,An act relating to the format and composition of survey plats,,
S.177,2016,1/5/16,An act relating to the funding of the Higher Education Endowment Trust Fund,,
S.285,2014,1/7/14,An act relating to the furlough of offenders 65 years of age and older,,
H.75,2011,1/20/11,An act relating to the future of the commission on health care reform,,
H.541,2012,1/13/12,An act relating to the genuine progress indicator,,
H.521,2016,1/7/16,An act relating to the Government Accountability Committee and the annual report on the State's population-level outcomes,,
H.75,2017,1/19/17,An act relating to the Government Accountability Committee and the State Outcomes Report,,
H.905,2018,2/28/18,An act relating to the Green Mountain Care Board's billback formula,,
H.670,2018,1/19/18,An act relating to the Green Mountain Care Board's expenditure analysis and health care spending estimate,,
S.264,2018,1/3/18,An act relating to the Green Mountain Care Board's expenditure analysis and health care spending estimate,,
H.653,2018,1/18/18,An act relating to the Green Mountain Care Board's Primary Care Professional Advisory Group,,
H.500,2012,1/6/12,An act relating to the health access oversight committee,,
H.879,2016,3/25/16,An act relating to the Health Care Fund contribution assessment and the taxation of e-cigarettes,,
S.121,2012,1/3/12,An act relating to the higher education endowment trust fund,,
H.284,2011,2/18/11,An act relating to the historic preservation of and curatorial requirements for the Vermont state house,,
H.360,2013,2/26/13,An act relating to the historic preservation of and curatorial requirements for the Vermont State House and historic state buildings,,
H.351,2013,2/22/13,An act relating to the housesite value for property tax adjustments,,
H.791,2014,1/31/14,An act relating to the Housing First Study Committee,,
H.398,2015,3/10/15,An act relating to the Human Services Board,,
H.728,2012,2/1/12,An act relating to the humane treatment and slaughter of animals,,
H.60,2017,1/17/17,An act relating to the hunting of coyotes,,
S.51,2013,1/24/13,An act relating to the immediate reporting of election results to the Secretary of State,,
H.138,2013,2/1/13,An act relating to the immunization rates of students attending public schools,,
S.102,2013,2/13/13,An act relating to the immunization rates of students attending public schools,,
H.305,2011,2/22/11,An act relating to the impact of sentencing on minor children,,
H.455,2013,3/1/13,An act relating to the impact of sentencing on minor children,,
H.326,2013,2/21/13,An act relating to the impacts of wind energy generation facilities on migratory birds,,
H.545,2018,1/3/18,An act relating to the implementation of an electronic roll-call system in the Vermont House of Representatives,,
H.299,2015,2/24/15,An act relating to the implementation of trauma screening and the prevention and treatment of adverse childhood experiences,,
S.61,2011,2/11/11,An act relating to the imposition of a delinquency penalty for the paying of property taxes,,
H.151,2011,2/1/11,An act relating to the imposition of an excise tax on sugar-sweetened beverages,,
H.234,2013,2/8/13,An act relating to the imposition of an excise tax on sugar-sweetened beverages,,
H.235,2015,2/18/15,An act relating to the imposition of an excise tax on sugar-sweetened beverages,,
H.214,2017,2/8/17,An act relating to the imposition of an excise tax on sugar-sweetened beverages,,
H.699,2018,1/25/18,An act relating to the imposition of an excise tax on sugar-sweetened beverages,,
H.98,2011,1/25/11,An act relating to the imposition of the sales tax on candy,,
H.590,2018,1/9/18,An act relating to the incidental trapping of fur-bearing animals or other wildlife,,
H.683,2014,1/23/14,An act relating to the income tax checkoff for Vermont Green Up,,
H.815,2018,2/1/18,"An act relating to the inspection, licensure, and taxation of short-term rentals",,
H.374,2013,2/26/13,An act relating to the installation of satellite dishes on rental property,,
H.609,2018,1/11/18,An act relating to the installation of solar arrays in flood hazard areas subject to regulation by the Secretary of Natural Resources,,
S.53,2013,1/24/13,An act relating to the Internet sale of malt and vinous beverages,,
H.329,2015,2/26/15,An act relating to the interstate Health Care Compact,,
S.149,2015,4/15/15,An act relating to the interstate Health Care Compact,,
S.8,2015,1/14/15,An act relating to the Interstate Medical Licensure Compact,,
S.199,2016,1/5/16,An act relating to the invalidity of residential rental agreements that prohibit the tenant from possessing firearms on the premises,,
H.395,2017,2/22/17,An act relating to the investments of preexisting net metering customers,,
S.206,2012,1/3/12,An act relating to the issuance of registered warrants,,
H.645,2018,1/18/18,An act relating to the issuance of service branch-specific license plates,,
S.114,2017,3/3/17,An act relating to the Judicial Nominating Board,,
H.418,2017,2/23/17,An act relating to the Judicial Rotation System Study Committee,,
H.421,2017,2/23/17,An act relating to the jurisdiction of the Environmental Division,,
H.385,2017,2/22/17,An act relating to the jurisdiction of the Human Rights Commission,,
H.433,2011,3/15/11,An act relating to the Koasek Band of the Koas Abenaki Nation,,
H.722,2012,2/1/12,An act relating to the labeling of food produced with genetic engineering,,
H.622,2012,1/27/12,An act relating to the labeling of roll-off dumpsters,,
H.14,2013,1/15/13,An act relating to the law enforcement authority of liquor control investigators,,
H.779,2018,1/31/18,An act relating to the legislative directory prepared by the Secretary of State,,
H.624,2012,1/27/12,An act relating to the lending capacity of the Vermont economic development authority,,
H.234,2017,2/10/17,An act relating to the liability of municipalities for hazardous material releases from landfills,,
S.11,2017,1/10/17,An act relating to the liability of municipalities for hazardous material releases from landfills,,
H.733,2012,2/1/12,An act relating to the liability of owners of genetically engineered seed,,
S.289,2014,1/7/14,An act relating to the liability of owners of genetically engineered seed,,
H.262,2017,2/14/17,An act relating to the licensing of nuisance wildlife control operators,,
H.644,2014,1/21/14,An act relating to the licensure and regulation of massage therapists,,
H.47,2011,1/14/11,An act relating to the licensure of electronic life safety and property protection systems,,
H.612,2016,1/22/16,An act relating to the licensure of speech-language pathologists and audiologists,,
S.188,2016,1/5/16,An act relating to the licensure of speech-language pathologists and audiologists,,
H.376,2015,3/10/15,An act relating to the limitation of food and beverage advertising on public elementary school grounds,,
H.628,2014,1/17/14,An act relating to the list of delinquent taxpayers,,
S.43,2015,1/27/15,An act relating to the list of delinquent taxpayers,,
S.228,2014,1/7/14,An act relating to the livestock disease testing of red deer,,
S.38,2015,1/23/15,An act relating to the Long-Term Care Evaluation Task Force,,
H.794,2012,4/17/12,An act relating to the management of search and rescue operations,,
H.744,2012,2/1/12,An act relating to the management of state government positions,,
S.233,2012,1/3/12,An act relating to the mandatory age of school attendance and creating flexible pathways to high school completion,,
H.678,2016,1/27/16,An act relating to the manner in which average daily membership is computed for public high school students exercising school choice,,
H.679,2016,1/27/16,An act relating to the manner in which average daily membership is computed for public high school students exercising school choice,,
H.240,2017,2/14/17,An act relating to the manner in which average daily membership is computed for public high school students exercising school choice,,
